/workspace/out/code/MIX_Symptom/checkpoints/model/20200430-1-120-R/net_10_0.pth
/workspace/out/code/MIX_Symptom/checkpoints/model/202004301-120-R/net_10_0.pth
(21536, 16)
sample - ['走路蹒跚欲仆', '肉', '走路蹒跚'] 3 3 3
sample - ['头晕汗出', '皮', '汗出'] 2 2 2
sample - ['有时夜晚多汗', '皮', '多汗'] 1 1 1
sample - ['伴疲倦', '肉', '疲倦'] 1 1 1
sample - ['偶有胸闷气急', '胸', '胸闷'] 1 1 1
sample - ['左耳后及耳中疼痛', '耳', '耳中疼痛'] 1 1 1
sample - ['喘促肢冷', '呼吸', '喘促'] 2 2 1
sample - ['伴周身乏力', '肉', '周身乏力'] 1 1 1
sample - ['神迷', '神志', '神迷'] 1 1 1
sample - ['有血块伴见五心烦热', '皮', '五心烦热'] 4 4 2
sample - ['身痒', '皮', '身痒'] 1 1 1
sample - ['周身怕冷', '皮', '怕冷'] 1 1 1
sample - ['口干舌黑', '口', '口干'] 1 1 1
sample - ['伴心悸气短', '胸', '心悸'] 1 1 1
sample - ['间胃脘隐痛', '腹', '胃脘隐痛'] 2 2 2
sample - ['发动即心中烦躁', '情绪', '烦躁'] 1 1 1
sample - ['乏困欲寐', '肉', '乏困'] 2 2 1
sample - ['左侧肢体稍感麻木', '皮', '麻木'] 1 1 1
sample - ['时有尿血', '泌尿生殖', '尿血'] 1 1 1
sample - ['盗汗失精', '皮', '盗汗'] 1 1 1
sample - ['腹痛绵绵', '腹', '腹痛'] 1 1 1
sample - ['反复出现皮肤出血点伴乏力', '肉', '乏力'] 12 12 1
sample - ['同时出现右胁疼痛', '胁', '右胁疼痛'] 1 1 1
sample - ['肢抖', '筋', '肢抖'] 1 1 1
sample - ['易多虑', '情绪', '多虑'] 1 1 1
sample - ['咳引腹壁疼痛', '呼吸', '咳'] 1 1 1
sample - ['咽干头重', '咽喉', '咽干'] 1 1 1
sample - ['头痛较重', '头', '头痛'] 1 1 1
sample - ['眼珠痛', '目', '眼珠痛'] 1 1 1
sample - ['不能平卧咳嗽咯痰', '呼吸', '咳嗽'] 1 1 1
sample - ['时口苦', '口', '口苦'] 1 1 1
sample - ['嗝气多', '运化', '嗝气'] 1 1 1
sample - ['头晕肢楚', '肉', '肢楚'] 2 2 1
sample - ['脚肿', '皮', '脚肿'] 1 1 1
sample - ['手脚麻痛', '皮', '手脚麻'] 6 6 6
sample - ['哈欠多', '神志', '哈欠'] 1 1 1
sample - ['咳嗽诸肋刺痛', '呼吸', '咳嗽'] 1 1 1
sample - ['精神倦怠乏力', '神志', '精神倦怠'] 1 1 1
sample - ['脱发显', '皮', '脱发'] 1 1 1
sample - ['右侧肾区疼痛', '腰', '肾区疼痛'] 13 13 2
sample - ['心悸动喜忘', '胸', '心悸动'] 1 1 1
sample - ['一边足膝无力', '肉', '足膝无力'] 2 2 2
sample - ['肛门周围突然肿痛,持续加剧', '肛门', '肛门周围痛'] 1 1 1
sample - ['头昏重感', '头', '头昏'] 1 1 1
sample - ['发热便闭', '皮', '发热'] 1 1 1
sample - ['痰结喉中', '咽喉', '喉痰'] 2 2 2
sample - ['不耐多言月经量多', '泌尿生殖', '月经量多'] 3 3 2
sample - ['伴咳黄痰', '呼吸', '咳'] 1 1 1
sample - ['咳嗽腹痛', '腹', '腹痛'] 2 2 1
sample - ['平卧胸闷', '胸', '胸闷'] 1 1 1
sample - ['偶打嗝', '运化', '打嗝'] 1 1 1
sample - ['小便黄偶有热感', '泌尿生殖', '小便黄'] 1 1 1
sample - ['瞳孔散大', '目', '瞳孔散大'] 1 1 1
sample - ['耳聋健忘', '耳', '耳聋'] 2 2 1
sample - ['心烦焦虑头晕', '头', '头晕'] 1 1 1
sample - ['唇咽干燥', '咽喉', '咽干燥'] 1 1 1
sample - ['心痛时作', '胸', '心痛'] 1 1 1
sample - ['目身稍黄尿黄', '泌尿生殖', '尿黄'] 1 1 1
sample - ['面白无华', '皮', '面白'] 1 1 1
sample - ['偶伴恶心', '运化', '恶心'] 1 1 1
sample - ['橘皮样改变神疲乏力', '神志', '神疲'] 2 2 1
sample - ['口干头痛', '头', '头痛'] 2 2 1
sample - ['汗不出', '皮', '汗不出'] 1 1 1
sample - ['多疑善虑', '情绪', '多疑善虑'] 3 3 3
sample - ['气急', '呼吸', '气急'] 1 1 1
sample - ['喘促肢冷', '皮', '肢冷'] 1 1 1
sample - ['异臭粘液便', '运化', '粘液便'] 1 1 1
sample - ['纳呆不渴', '口', '不渴'] 2 2 1
sample - ['冷汗出', '皮', '冷汗出'] 3 3 3
sample - ['伴反胃', '运化', '反胃'] 1 1 1
sample - ['口干小便黄', '口', '口干'] 1 1 1
sample - ['周身皮肤黄染', '皮', '皮肤黄染'] 2 2 2
sample - ['两胁痞塞', '胁', '胁痞塞'] 1 1 1
sample - ['口干便燥', '口', '口干'] 2 2 2
sample - ['以干渴而求饮', '口', '干渴'] 1 1 1
sample - ['腹胀心烦', '情绪', '心烦'] 2 2 1
sample - ['皮肉消瘦', '肉', '皮肉消瘦'] 2 2 2
sample - ['远年近日眼目昏花', '目', '眼目昏花'] 1 1 1
sample - ['阴毛脱落', '皮', '阴毛脱落'] 1 1 1
sample - ['大人小儿疳齿宣露', '骨', '齿宣'] 1 1 1
sample - ['胸部微汗', '皮', '胸部微汗'] 1 1 1
sample - ['腹肚紧张', '腹', '腹紧张'] 27 27 27
sample - ['足心痒', '皮', '痒'] 1 1 1
sample - ['并伴左小腿外侧疼痛', '肉', '左小腿外侧疼痛'] 3 3 3
sample - ['呃声连连', '运化', '呃'] 8 8 8
sample - ['右眉上抬无力', '肉', '无力'] 1 1 1
sample - ['寒冷季节胃脘痛', '皮', '寒冷'] 1 1 1
sample - ['大便溏.腹部隐痛', '运化', '大便溏'] 6 6 6
sample - ['面色青葩', '皮', '面青色'] 51 51 50
sample - ['身热心烦', '情绪', '烦'] 20 20 6
sample - ['口干欲饮.', '口', '口干'] 1 1 1
sample - ['食后脘腹痛', '腹', '脘腹痛'] 1 1 1
sample - ['入夜盗汗', '皮', '盗汗'] 1 1 1
sample - ['乏力懒言', '肉', '乏力'] 1 1 1
sample - ['伴汗出', '皮', '汗出'] 1 1 1
sample - ['肢体痠困', '肉', '肢体痠'] 6 6 6
sample - ['多梦大便偏干', '神志', '多梦'] 1 1 1
sample - ['自汗口噤', '口', '口噤'] 1 1 1
sample - ['左颞头痛阵作', '头', '头痛'] 1 1 1
sample - ['间断呃逆', '运化', '呃逆'] 1 1 1
sample - ['面部疼痛', '肉', '面部疼痛'] 1 1 1
sample - ['身痛鼻塞', '鼻', '鼻塞'] 3 3 1
sample - ['咳黄色浊痰', '呼吸', '咳'] 1 1 1
sample - ['面色青晦', '皮', '面色青'] 1 1 1
sample - ['胸膈嘈杂', '运化', '胸膈嘈'] 8 8 8
sample - ['皮肤干涩', '皮', '皮肤干涩'] 1 1 1
sample - ['溲频', '泌尿生殖', '溲频'] 1 1 1
sample - ['夜寐欠佳', '神志', '夜寐欠佳'] 2 2 2
sample - ['腹部发冷', '皮', '发冷'] 1 1 1
sample - ['中风四肢掣疭', '筋', '肢掣'] 49 49 8
sample - ['面赤口张', '口', '口张'] 743 743 140
sample - ['其腹坚实', '腹', '腹坚实'] 1 1 1
sample - ['面部麻木中度', '皮', '面部麻木'] 2 2 2
sample - ['神疲.便溏', '运化', '便溏'] 2 2 1
sample - ['指纹偏红', '脉', '指纹红'] 1 1 1
sample - ['形怯畏寒', '皮', '畏寒'] 1 1 1
sample - ['黄色稀水便', '运化', '稀水便'] 2 2 2
sample - ['汗出殊多', '皮', '汗出'] 1 1 1
sample - ['抽搐汗出', '筋', '抽搐'] 2 2 1
sample - ['心烦盗汗', '情绪', '心烦'] 2 2 1
sample - ['右足麻木', '皮', '足麻木'] 3 3 3
sample - ['经脉滞涩', '脉', '脉滞涩'] 1 1 1
sample - ['心痛及腹痛', '腹', '腹痛'] 1 1 1
sample - ['腰痠头晕', '腰', '腰痠'] 2 2 1
sample - ['患者腰痛', '腰', '腰痛'] 1 1 1
sample - ['肢冷乏力', '皮', '肢冷'] 1 1 1
sample - ['胸闷短气神疲乏力', '胸', '胸闷'] 1 1 1
sample - ['有时打呃', '运化', '打呃'] 1 1 1
sample - ['左侧口周面部和左手麻木不适倦怠乏力', '肉', '倦怠乏力'] 93 93 16
sample - ['喉间哮鸣', '咽喉', '喉间哮鸣'] 1 1 1
sample - ['口渴纳差舌质红', '舌', '舌质红'] 7 7 1
sample - ['头疼体痛', '肉', '体痛'] 7 7 4
sample - ['经期腹痛腰痛', '腰', '腰痛'] 2 2 1
sample - ['呼吸不畅', '呼吸', '呼吸不畅'] 1 1 1
sample - ['空腹嘈杂', '运化', '嘈杂'] 1 1 1
sample - ['触摸四肢皮肤反应迟钝', '神志', '反应迟钝'] 412 412 3
sample - ['咳嗽喘憋', '呼吸', '咳嗽'] 1 1 1
sample - ['腹胀矢气', '腹', '腹胀'] 2 2 2
sample - ['大腹膨胀', '腹', '大腹膨胀'] 11 11 11
sample - ['疲惫乏力', '肉', '疲惫乏力'] 1 1 1
sample - ['产妇乳汁不通', '乳房', '乳汁不通'] 1 1 1
sample - ['夜间时发心悸', '胸', '心悸'] 1 1 1
sample - ['左臂疼痛', '肉', '左臂疼痛'] 2 2 2
sample - ['咳白粘痰', '呼吸', '咳'] 1 1 1
sample - ['胃脘及两胁撑胀', '胁', '胁撑'] 346 346 67
sample - ['鼻孔流血', '鼻', '鼻孔流血'] 1 1 1
sample - ['目涩头晕', '目', '目涩'] 2 2 1
sample - ['胃热', '腹', '胃热'] 1 1 1
sample - ['精神郁闷', '情绪', '精神郁闷'] 1 1 1
sample - ['自觉上部发热', '皮', '发热'] 1 1 1
sample - ['肌瘦自汗', '肉', '肌瘦'] 1 1 1
sample - ['稍头痛', '头', '头痛'] 1 1 1
sample - ['麻木酸楚', '皮', '麻木'] 1 1 1
sample - ['心烦头痛', '头', '头痛'] 2 2 1
sample - ['全身红丘疹', '皮', '全身红'] 1 1 1
sample - ['腰痠困', '腰', '腰痠'] 1 1 1
sample - ['下蹲费力右眼视力丧失', '目', '视力丧失'] 1 1 1
sample - ['咽喉干', '咽喉', '咽喉干'] 4 4 4
sample - ['见行走困难', '肉', '行走困难'] 1 1 1
sample - ['腰腹隐痛', '腰', '腰隐痛'] 3 3 1
sample - ['打喷嚏及流清涕', '鼻', '流清涕'] 2 2 2
sample - ['觉脑中昏愦', '头', '脑中昏愦'] 2 2 2
sample - ['面肢肿', '皮', '面肢肿'] 1 1 1
sample - ['困倦无力', '肉', '困倦无力'] 1 1 1
sample - ['过劳则厌食', '运化', '厌食'] 1 1 1
sample - ['发歇搐搦', '筋', '搐搦'] 1 1 1
sample - ['腹胀不和', '腹', '腹胀'] 1 1 1
sample - ['肛门肿疼', '肛门', '肛门疼'] 1 1 1
sample - ['吐之不出', '运化', '吐'] 3 3 3
sample - ['汗下后又加大吐', '运化', '吐'] 3 3 2
sample - ['胸闷憋气胆小', '胸', '胸闷'] 1 1 1
sample - ['大便泄下不止', '运化', '大便泄'] 8 8 8
sample - ['右侧肢体活动障碍', '肉', '肢体活动障碍'] 10 10 9
sample - ['足寒背痛', '肉', '背痛'] 1 1 1
sample - ['烦躁脉紧而弦', '情绪', '烦躁'] 2 2 1
sample - ['咳中带血', '呼吸', '咳'] 2 2 1
sample - ['流鼻涕', '鼻', '流鼻涕'] 1 1 1
sample - ['腰骶酸沉平素带下色白', '腰', '腰骶酸'] 2 2 2
sample - ['入夜梦多', '神志', '梦多'] 1 1 1
sample - ['视力丧失', '目', '视力丧失'] 1 1 1
sample - ['面色黄白', '皮', '面色黄'] 1 1 1
sample - ['鼻涕带血', '泌尿生殖', '带血'] 4 4 3
sample - ['食后脘痞', '腹', '脘痞'] 1 1 1
sample - ['后背酸楚疼痛发凉', '皮', '发凉'] 9 9 1
sample - ['体骨疼痛', '肉', '体疼痛'] 3 3 1
sample - ['皮肤干枯', '皮', '皮肤干枯'] 1 1 1
sample - ['时时思睡', '神志', '思睡'] 1 1 1
sample - ['经行乏力', '肉', '乏力'] 1 1 1
sample - ['失眠早醒', '神志', '失眠'] 1 1 1
sample - ['下肢时肿', '骨', '肿'] 12 12 2
sample - ['胸中满闷', '胸', '胸中满闷'] 1 1 1
sample - ['恶风少气', '皮', '恶风'] 1 1 1
sample - ['后背及小腹疼痛', '腹', '小腹疼痛'] 14 14 4
sample - ['胸前区发热发闷', '皮', '发热'] 1 1 1
sample - ['双眼脸及双下肢浮肿', '皮', '双下肢浮肿'] 1 1 1
sample - ['述头晕乏力', '头', '头晕'] 1 1 1
sample - ['伴左少腹疼痛', '腹', '少腹疼痛'] 12 12 12
sample - ['发作时以胸闷为主', '胸', '胸闷'] 2 2 1
sample - ['麻木疼痛', '皮', '麻木'] 1 1 1
sample - ['结婚3年不孕', '泌尿生殖', '不孕'] 1 1 1
sample - ['晨起刷邪泛恶', '运化', '泛恶'] 1 1 1
sample - ['性欲减退', '泌尿生殖', '性欲减退'] 1 1 1
sample - ['小水频', '泌尿生殖', '小水频'] 1 1 1
sample - ['视一为二', '目', '视一为二'] 7 7 5
sample - ['下肢痠困', '肉', '下肢痠'] 3 3 3
sample - ['现自觉右侧腰腹胀', '腹', '腹胀'] 1 1 1
sample - ['胸中寒', '胸', '胸冷'] 41 41 22
sample - ['右上腹隐疼', '腹', '腹隐疼'] 2 2 2
sample - ['咳痰量多耳堵', '呼吸', '咳痰'] 1 1 1
sample - ['小便淋漓欠畅', '泌尿生殖', '小便淋漓'] 4 4 4
sample - ['神疲倦怠', '神志', '神疲倦怠'] 2 2 2
sample - ['咽干不舒', '咽喉', '咽干'] 1 1 1
sample - ['凌晨全身出汗', '皮', '出汗'] 1 1 1
sample - ['胸闷如裹', '胸', '胸闷'] 1 1 1
sample - ['反胃呕吐', '运化', '呕吐'] 2 2 2
sample - ['小腹冷隐作痛', '腹', '小腹冷'] 11 11 11
sample - ['口鼻发干不渴', '口', '不渴'] 3 3 2
sample - ['手脚怕冷', '皮', '怕冷'] 1 1 1
sample - ['肤色黯而微紫', '皮', '肤色黯'] 2 2 2
sample - ['咳少量粘液痰', '呼吸', '咳'] 1 1 1
sample - ['腹部膨胀', '腹', '腹部膨胀'] 4 4 4
sample - ['手心自觉发热', '皮', '发热'] 3 3 3
sample - ['胁肋苦痛', '胁', '肋胁痛'] 9 9 9
sample - ['口苦舌粗', '舌', '舌粗'] 2 2 1
sample - ['小腹痛神疲乏力', '神志', '神疲'] 3 3 1
sample - ['耳痒', '耳', '耳痒'] 1 1 1
sample - ['怕冷也怕热体丰', '肉', '体丰'] 103 103 1
sample - ['感头晕', '头', '头晕'] 1 1 1
sample - ['口臭肢热', '口', '口臭'] 2 2 1
sample - ['心烦颊赤', '皮', '颊赤'] 1 1 1
sample - ['已漏红一周余', '生殖器', '漏红'] 1 1 1
sample - ['小便短频', '泌尿生殖', '小便短'] 1 1 1
sample - ['嗳气有馊腐味', '运化', '嗳气'] 1 1 1
sample - ['腹中胀满欲死', '腹', '腹中胀满'] 1 1 1
sample - ['阴痿阴汗', '皮', '阴汗'] 2 2 1
sample - ['颈项强拘紧', '筋', '颈项强'] 5 5 5
sample - ['双脚发热', '皮', '发热'] 1 1 1
sample - ['脐周胀疼', '腹', '脐周胀'] 3 3 3
sample - ['腹痛胀', '腹', '腹痛'] 1 1 1
sample - ['皮肤僵硬', '皮', '皮肤僵硬'] 2 2 2
sample - ['耳鸣面黧黯', '皮', '面黧'] 5 5 2
sample - ['声音低怯', '神志', '声音低怯'] 1 1 1
sample - ['劳累或激动时胸痛', '胸', '胸痛'] 1 1 1
sample - ['频发挤眉弄眼', '目', '挤眉弄眼'] 26 26 6
sample - ['背脊拘急冷痛', '筋', '背脊拘急'] 1 1 1
sample - ['咳漱', '呼吸', '咳'] 1 1 1
sample - ['食后脘满', '腹', '脘满'] 1 1 1
sample - ['胸闷胃胀平素偶见情绪低落', '胸', '胸闷'] 1 1 1
sample - ['重耳不闻人声', '耳', '耳不闻'] 2 2 2
sample - ['身热骨酸', '皮', '身热'] 1 1 1
sample - ['不眠', '神志', '不眠'] 1 1 1
sample - ['鼻塞眼昏', '目', '眼昏'] 1 1 1
sample - ['产后周身疼痛', '肉', '周身疼痛'] 3 3 3
sample - ['小便色深如茶.口渴', '口', '口渴'] 1 1 1
sample - ['足冷过膝', '皮', '足冷过膝'] 1 1 1
sample - ['动则气喘', '呼吸', '气喘'] 1 1 1
sample - ['食后腹胀重', '腹', '腹胀'] 1 1 1
sample - ['肢体浮肿', '皮', '肢体浮肿'] 1 1 1
sample - ['嗳气酸腐', '运化', '嗳气'] 1 1 1
sample - ['口干多梦', '口', '口干'] 1 1 1
sample - ['头晕倦怠', '肉', '倦怠'] 2 2 1
sample - ['脑热烦闷', '头', '脑热'] 1 1 1
sample - ['眼痛而憎寒', '目', '眼痛'] 1 1 1
sample - ['肛门抽痛下坠', '筋', '抽'] 24 24 1
sample - ['疲劳嗜睡', '肉', '疲劳'] 1 1 1
sample - ['脘痞纳呆', '运化', '纳呆'] 1 1 1
sample - ['进食梗阻', '运化', '进食梗阻'] 1 1 1
sample - ['爪甲皆青', '筋', '爪甲青'] 1 1 1
sample - ['彻夜不寐.', '神志', '彻夜不寐'] 1 1 1
sample - ['声低', '神志', '声低'] 1 1 1
sample - ['神疲身困', '神志', '神疲'] 1 1 1
sample - ['痰吐稠粘', '运化', '吐'] 3 3 3
sample - ['平素畏寒甚', '皮', '畏寒'] 1 1 1
sample - ['脘痞胀痛恶心', '腹', '脘痞'] 3 3 2
sample - ['求饮喜冷', '皮', '冷'] 3 3 2
sample - ['后背痛', '肉', '后背痛'] 2 2 2
sample - ['小便黄短而赤', '泌尿生殖', '小便黄'] 2 2 2
sample - ['反复双下肢浮肿', '皮', '双下肢浮肿'] 2 2 2
sample - ['阴道出血量时多时少', '生殖器', '阴道出血'] 1 1 1
sample - ['指纹浮而显露', '脉', '指纹浮'] 1 1 1
sample - ['口不仁面垢', '口', '口不仁'] 2 2 1
sample - ['时耳鸣口干', '口', '口干'] 1 1 1
sample - ['高热', '皮', '高热'] 1 1 1
sample - ['腰痛伴晨僵', '腰', '腰痛'] 1 1 1
sample - ['尿不净', '泌尿生殖', '尿不净'] 1 1 1
sample - ['头摇口噤', '口', '口噤'] 1 1 1
sample - ['消谷善饥而多尿', '运化', '消谷善饥'] 2 2 2
sample - ['咳嗽咯白痰', '呼吸', '咳嗽'] 1 1 1
sample - ['口干粘', '口', '口干'] 1 1 1
sample - ['烦热面烘', '皮', '烦热'] 1 1 1
sample - ['每至天明汗出热退', '皮', '汗出'] 1 1 1
sample - ['口干舌缩', '舌', '舌缩'] 2 2 1
sample - ['尿黄舌质红', '泌尿生殖', '尿黄'] 1 1 1
sample - ['频频呕吐', '运化', '呕吐'] 2 2 2
sample - ['入睡洗澡时瘙痒最明显', '皮', '瘙痒'] 2 2 1
sample - ['下腹坠胀', '腹', '下腹坠'] 1 1 1
sample - ['牙根溃烂出血', '骨', '牙根出血'] 1 1 1
sample - ['巅顶及右侧偏头痛', '头', '右侧偏头痛'] 11 11 11
sample - ['有时精神不振', '神志', '精神不振'] 1 1 1
sample - ['出汗气喘', '皮', '出汗'] 1 1 1
sample - ['口粘而苦', '口', '口粘'] 1 1 1
sample - ['眼目疼肿', '目', '目疼'] 1 1 1
sample - ['右下肢肿凹陷性', '皮', '右下肢肿'] 1 1 1
sample - ['排便不爽', '运化', '排便不爽'] 2 2 2
sample - ['女子前阴漫肿', '生殖器', '前阴肿'] 1 1 1
sample - ['偶有下肢无力', '肉', '下肢无力'] 2 2 2
sample - ['胃脘部胀满嗳气.', '腹', '胃脘部胀满'] 1 1 1
sample - ['头晕气短', '呼吸', '气短'] 2 2 1
sample - ['神疲气短', '神志', '神疲'] 2 2 1
sample - ['胃脘痞胀', '腹', '胃脘痞胀'] 4 4 4
sample - ['口唇紫暗或暗红', '口', '口唇紫'] 11 11 10
sample - ['时有脑鸣', '耳', '脑鸣'] 1 1 1
sample - ['咽喉胀紧', '咽喉', '喉紧'] 17 17 11
sample - ['上腹部胀', '腹', '上腹部胀'] 3 3 3
sample - ['夜间汗出多', '皮', '汗出'] 1 1 1
sample - ['时有咽干', '咽喉', '咽干'] 1 1 1
sample - ['四肢少动', '皮', '四肢'] 1 1 1
sample - ['小便色微黄', '泌尿生殖', '小便色微黄'] 1 1 1
sample - ['头痛身烧', '皮', '身烧'] 1 1 1
sample - ['月事先期', '泌尿生殖', '月事先期'] 1 1 1
sample - ['不思饮食', '运化', '不思饮食'] 3 3 3
sample - ['羸瘦骨热', '肉', '羸瘦'] 1 1 1
sample - ['腹中觉有冷气一裹直冲而上', '腹', '腹中冷气'] 1 1 1
sample - ['闭目常', '目', '闭目'] 1 1 1
sample - ['四肢时有抽痛', '皮', '四肢'] 2 2 1
sample - ['张口假性强直耳鸣(右)如蝉啸', '耳', '耳鸣'] 2 2 1
sample - ['口淡干呕', '运化', '干呕'] 1 1 1
sample - ['凌晨2-3时咳吐大量白痰', '呼吸', '咳'] 1 1 1
sample - ['鼻衄反复', '鼻', '鼻衄'] 1 1 1
sample - ['胃脘胀闷不舒', '腹', '胃脘胀闷'] 2 2 2
sample - ['颈项转动时头昏加重', '头', '头昏'] 4 4 1
sample - ['四肢抽搐', '筋', '四肢抽搐'] 1 1 1
sample - ['消化不良食少', '运化', '食少'] 1 1 1
sample - ['骨蒸羸瘦', '肉', '羸瘦'] 1 1 1
sample - ['间断性咳嗽', '呼吸', '咳嗽'] 1 1 1
sample - ['头晕口渴', '口', '口渴'] 2 2 1
sample - ['胃热消谷', '运化', '消谷'] 1 1 1
sample - ['现疲乏', '肉', '疲乏'] 1 1 1
sample - ['月经未行', '泌尿生殖', '月经未行'] 1 1 1
sample - ['经行腹痛伴量多', '腹', '腹痛'] 1 1 1
sample - ['右足背外侧麻木感', '皮', '麻木'] 1 1 1
sample - ['倦怠眠差', '肉', '倦怠'] 2 2 1
sample - ['矢气奇臭', '运化', '矢气'] 1 1 1
sample - ['手麻木', '皮', '手麻木'] 3 3 3
sample - ['产妇气乏难产', '泌尿生殖', '难产'] 2 2 1
sample - ['瘙痒难忍', '皮', '瘙痒'] 1 1 1
sample - ['头空痛', '头', '头空'] 3 3 3
sample - ['肉眼血尿', '泌尿生殖', '血尿'] 1 1 1
sample - ['口噤吐沫', '神志', '吐沫'] 4 4 1
sample - ['阵发性呼吸困难', '呼吸', '呼吸困难'] 1 1 1
sample - ['左少腹部疼痛', '腹', '少腹部疼痛'] 4 4 4
sample - ['伴有微咳', '呼吸', '咳'] 1 1 1
sample - ['面色萎黄晦暗', '皮', '面色萎黄'] 1 1 1
sample - ['不欲饮水', '口', '不欲饮水'] 1 1 1
sample - ['肠鸣后腹泻', '腹', '肠鸣'] 1 1 1
sample - ['发作性四肢抽搐', '筋', '四肢抽搐'] 4 4 2
sample - ['大便稀泄', '运化', '大便稀'] 1 1 1
sample - ['心悸少寐', '神志', '少寐'] 3 3 1
sample - ['鼻衄', '鼻', '鼻衄'] 1 1 1
sample - ['颈背痛', '肉', '背痛'] 1 1 1
sample - ['著惊发热', '情绪', '发惊'] 4 4 1
sample - ['白带色黄质稠', '泌尿生殖', '白带色黄'] 1 1 1
sample - ['头痛腰疼', '头', '头痛'] 3 3 1
sample - ['两肋胀少气力', '胁', '两肋胀'] 13 13 4
sample - ['眠差易惊醒', '神志', '眠差'] 1 1 1
sample - ['腿冷', '皮', '腿冷'] 1 1 1
sample - ['多食腹胀', '腹', '腹胀'] 1 1 1
sample - ['胸憋闷痛', '胸', '胸憋闷'] 3 3 3
sample - ['目红', '目', '目红'] 1 1 1
sample - ['鼻腔干燥', '鼻', '鼻腔干燥'] 2 2 2
sample - ['口渴纳差舌质红', '口', '口渴'] 1 1 1
sample - ['口干时欲呕', '口', '口干'] 1 1 1
sample - ['气短神倦', '呼吸', '气短'] 1 1 1
sample - ['胸闷且痛', '胸', '胸闷'] 1 1 1
sample - ['腰痛隐隐', '腰', '腰痛'] 1 1 1
sample - ['食纳减少', '运化', '食纳减少'] 2 2 2
sample - ['气喘颊赤', '呼吸', '气喘'] 2 2 1
sample - ['精神不振.', '神志', '精神不振'] 1 1 1
sample - ['腹胀便溏.', '运化', '便溏'] 1 1 1
sample - ['且腥臭烦热', '皮', '烦热'] 1 1 1
sample - ['流泪鼻干无涕', '目', '流泪'] 2 2 1
sample - ['日晚口干颊赤', '口', '口干'] 2 2 1
sample - ['打嗝频频', '运化', '打嗝'] 1 1 1
sample - ['喉肿心痛', '胸', '心痛'] 3 3 1
sample - ['皮温升高', '皮', '皮温升高'] 1 1 1
sample - ['取环后4年多不孕', '泌尿生殖', '不孕'] 1 1 1
sample - ['腹痛呕吐', '腹', '腹痛'] 3 3 1
sample - ['攻皮肤刺痛', '皮', '皮肤刺痛'] 1 1 1
sample - ['低热头昏痛', '皮', '低热'] 1 1 1
sample - ['伴腰痛怯冷', '腰', '腰痛'] 1 1 1
sample - ['左下肢活动受限', '肉', '左下肢活动受限'] 1 1 1
sample - ['四肢困倦', '肉', '四肢困倦'] 3 3 3
sample - ['伴心情郁闷', '情绪', '心情郁闷'] 1 1 1
sample - ['右下眼睑右口角不自主地抽动', '筋', '抽动'] 9 9 1
sample - ['朝食暮吐', '运化', '吐'] 2 2 2
sample - ['胸隔满闷', '胸', '胸闷满'] 3 3 3
sample - ['令人脑痛齿亦痛', '头', '脑痛'] 2 2 1
sample - ['咳痰量少', '呼吸', '咳痰'] 1 1 1
sample - ['口噤目闭', '口', '口噤'] 1 1 1
sample - ['感呼吸困难', '呼吸', '呼吸困难'] 1 1 1
sample - ['舌质黯', '舌', '舌质黯'] 2 2 2
sample - ['头晕脚软', '头', '头晕'] 1 1 1
sample - ['痛处略肿', '骨', '肿'] 7 7 1
sample - ['性情躁急.', '情绪', '性情躁急'] 1 1 1
sample - ['咽喉气噎塞成气瘿', '咽喉', '咽喉气噎'] 2 2 2
sample - ['脉来洪', '脉', '脉洪'] 1 1 1
sample - ['气短无力', '肉', '无力'] 1 1 1
sample - ['心悸心烦', '胸', '心悸'] 1 1 1
sample - ['口燥咽干', '咽喉', '咽干燥'] 2 2 2
sample - ['面黄无华', '皮', '面黄'] 1 1 1
sample - ['劳累后腹股沟及小腹坠痛', '腹', '小腹坠'] 1 1 1
sample - ['脾气烦躁', '情绪', '烦躁'] 1 1 1
sample - ['因精神紧张引起恶心', '运化', '恶心'] 1 1 1
sample - ['心慌阵发性发作', '胸', '心慌'] 1 1 1
sample - ['左足背部疼痛', '肉', '背部疼痛'] 5 5 5
sample - ['胸闷痛憋气', '呼吸', '憋气'] 9 9 1
sample - ['脑昏目疼', '目', '目疼'] 1 1 1
sample - ['口噤胸满', '胸', '胸满'] 2 2 1
sample - ['活动后及汗出时咳嗽', '皮', '汗出'] 3 3 1
sample - ['胸痞腰酸', '腰', '腰酸'] 1 1 1
sample - ['泛酸反复发作', '运化', '泛酸'] 1 1 1
sample - ['两胁搐急作痛', '筋', '搐'] 172 172 5
sample - ['眼目不清', '目', '目不清'] 1 1 1
sample - ['左侧胸闷', '胸', '胸闷'] 1 1 1
sample - ['睁开无力', '肉', '无力'] 1 1 1
sample - ['头目胀痛', '头', '头痛'] 3 3 3
sample - ['胃恶性间质瘤术后乏力明显', '肉', '乏力'] 1 1 1
sample - ['夜间入睡困难', '神志', '入睡困难'] 1 1 1
sample - ['醒后自汗', '皮', '自汗'] 1 1 1
sample - ['吞咽正常鼻腔作痒咽头稍干感胸膺痞闷', '胸', '胸膺痞闷'] 161 161 1
sample - ['久则面黄肌瘦', '皮', '面黄'] 1 1 1
sample - ['舌苔少', '舌', '舌苔少'] 3 3 3
